Date,JPY,Daily_Returns_Percentage,Weekly_Returns_Percentage,DR_Classes,WR_Classes,News
2016-01-12,117.6426,0.01444845979418119,1.2675310462439455,PS,PS,"mexican kingpin chapo tried trademark name local tv/,,,/pennsylvania committee delays vote attorney general removal/,,,/suicide bomber kills <NUM> people mainly germans istanbul/,,,/sanders surge may help hillary clinton — bring first/,,,/google add partners self-driving cars exec/,,,/xinjiang cotton crossroads china new silk road/,,,/conservative u.s. justices prepared deliver blow unions/,,,/factbox guns terrorism top social media threads ahead obama address/,,,/mother texas affluenza teen released jail sheriff/,,,/supreme court finds florida capital punishment process unconstitutional"
2016-01-13,117.6693,-0.022695860173101323,0.8054808100835515,NS,PS,"sean penn meets god/,,,/al jazeera america tv news network cursed start/,,,/baby carrots baby carrots/,,,/hope sufferâ€™ constable accidentally kills 12-year-old girl eviction/,,,/legionnaires spike michigan county dealing water crisis/,,,/obama nikki haley fight gop faithful fury/,,,/clinton attacks produce windfall campaign cash sanders/,,,/powerball hits 1.5 billion largest-ever lottery jackpot one winner/,,,/relations thaw iranian prisoners u.s. hope early release/,,,/denis mcdonough presidentâ€™s chief snooze"
2016-01-14,118.1295,-0.3910960632892255,-0.24099350420677013,NS,NS,"white house revamp u.s. coal program soon friday sources/,,,/anglican communion suspends episcopal church years gay rights debates/,,,/goldman sachs pay <NUM> billion mortgage settlement/,,,/islamic state claims role jakarta attacks officials probe reach asia/,,,/long march hollywood china richest man step beijing/,,,/revenant becomes oscar front-runner actors color ignored/,,,/u.s. secures first guilty plea u.n. bribery case/,,,/mexican actress star attraction el chapo looks like sean penn extra/,,,/advocates perplexed u.s. response central american migrants/,,,/jpmorgan strikes confident tone better-than-expected results"
2016-01-15,117.143001,0.8350996152527443,0.2508557736193495,PS,PS,"d.c. ended segregation year brown v. board education/,,,/five myths martin luther king/,,,/next couple <NUM> million powerball work monday/,,,/sacramento man indicted lying assisting militant group/,,,/time remove natural born citizen requirement constitution/,,,/toxic flint water really/,,,/walmart ending express concept closing <NUM> stores/,,,/ge sell appliances business china haier 5.4 billion/,,,/major drugmakers push back u.s. price debate/,,,/trump rivals help hijack gop"
2016-01-16,117.086201,0.0484877453327357,0.31229427941387655,PS,PS,"merkel ally threatens legal action refugee policy/,,,/picked oscarssowhite nominees white people/,,,/clinton find spark fend challenge sanders/,,,/nfl playoffs <NUM> cardinals outlast packers thriller patriots take chiefs/,,,/exclusive clinton plans ad blitz primaries kick campaign document/,,,/many republicans dislike jeb bush/,,,/republican lawmakers worry running trump coattails/,,,/unhcr seek new help refugees turkey push resettlement/,,,/obama offers clemency <NUM> iranians charged violating sanctions/,,,/pugnacious new yorkers hit back presidential candidate cruz"
2016-01-17,116.8787,0.1772207127977623,-0.0015392263010056695,PS,NS,"islamic state kills dozens syria deir al-zor city/,,,/potential major winter storm late next week also major question marks/,,,/nuclear success intensify iranian infighting moderate foreign policy/,,,/plane freed americans leaves iran u.s. imposes new sanctions/,,,/<NUM> americans reported missing baghdad neighborhood officials say/,,,/nfl playoffs <NUM> broncos topple steelers panthers cardinals patriots advance/,,,/british politicians ban trump instead may invite visit/,,,/sanctions relief could strengthen hand iran reformers perils remain/,,,/<NUM> big issues sunday democratic debate/,,,/man dies taking part botched french clinical trial"
2016-01-18,117.2976,-0.3584057659778921,0.3076672026761855,NS,PS,"exclusive yeti coolers hires banks ipo sources/,,,/freed americans reunited families/,,,/martin luther king day far really come/,,,/clinton vs. sanders democrats choose evolution — revolution/,,,/confidence growing major winter storm weekend lock/,,,/djokovic admits indirect fixing approach questions betting sponsors/,,,/eu wants stricter controls u.s. snooping powers data pact talks/,,,/four die violence turkey mainly kurdish southeast/,,,/obama administration ever let law stand way/,,,/worried sub- <NUM> crude sellers already"
2016-01-19,117.548999,-0.2143257833067338,0.07956386547050442,NS,PS,"earth going stock market/,,,/palin endorsement latest prize trump cruz battle conservatives/,,,/british lawmakers debate banning trump muslim comments/,,,/exclusive report criticizes swedish cbank inflation measure urges sweeping changes/,,,/milwaukee approves <NUM> million settlement police searches/,,,/spike lee pinkett smith boycott oscars academy promises diversity/,,,/supreme court review obama power deportation policy/,,,/trump supporters america authoritarians/,,,/former nfl receiver antwaan randle el regrets ever playing football/,,,/justices divided n.j. police officerâ€™s first amendment case"
2016-01-20,117.096101,0.3852844378538691,0.48712705862956795,PS,PS,"parents fight birthday-industrial complex/,,,/u.s. congressional committee subpoenas ex-drug ceo shkreli/,,,/affluenza teen may forced flee mexico attorney/,,,/let down. michigan governor apologizes flint water crisis says release emails/,,,/monumental fall republican party/,,,/western military chiefs intensify islamic state fight/,,,/strange life q-tips bizarre thing people buy/,,,/suicide bomb afghan capital targets journalists kills seven people/,,,/official <NUM> smashed <NUM> global temperature record even close/,,,/baltimore judge rules prosecutors freddie gray trial witness"
2016-01-21,117.620499,-0.44783557737758883,0.430883902835447,NS,PS,"expect expecting two feet snow/,,,/five myths reconstruction/,,,/metro metrobus metroaccess shut weekend/,,,/northrop ceo says china r spending could leapfrog u.s/,,,/obama muslim conspiracy theory still reverberating middle east/,,,/smith also boycott academy awards oscarssowhite backlash grows/,,,/ab inbev shortlists asahi thaibev peroni grolsch purchase sources/,,,/former oklahoma policeman sentenced <NUM> years raping four women/,,,/political fallout flint michigan water crisis spreads/,,,/stop sen. cruz stop"
2016-01-22,118.381875,-0.6473157370298281,-1.0575740671011147,NS,NS,"epa official resigns flint water crisis/,,,/gop cave trump/,,,/gop insiders cave trump/,,,/kind cancer killed obituaries david bowie others say/,,,/strong u.s. housing data offers ray hope slowing economy/,,,/successful lawyer mother abortion/,,,/yahoo decide next strategic steps quarterly earnings sources/,,,/blizzard warning updates moderate snow pasting washington region/,,,/d.c. officials blizzard deadly/,,,/double-digit snowfall blankets d.c. region come"
2016-01-23,118.63325,-0.21234247219011593,-1.3212906275778806,NS,NS,"clinton needs iowa victory blunt momentum bernie sanders/,,,/storm updates true blizzard conditions historic storm closing phase/,,,/desperate davos policymakers struggle answers/,,,/magazine anti-trump editorial spurs republican debate/,,,/residents hunker double-digit snowfall shutters nation capital/,,,/donald trump dragged jeb bush mommy fight/,,,/google pay <NUM> million uk back taxes critics want/,,,/investors look fed earnings direction next week/,,,/mired third marco rubio prepares long drawn-out republican race/,,,/merkel pressured fronts ally takes swipe migrants"
2016-01-24,118.7572,-0.10448166934648384,-1.6072218462388719,NS,NS,"traffic-free manhattan transformed winter playground/,,,/trial start lawsuit north carolina voter-id law/,,,/immigration reverse/,,,/merkel party sliding polls weighs german border centres/,,,/snowzilla done us shoveling begins/,,,/sanders clinton cool bloomberg possible entry <NUM> race/,,,/michael bloomberg may launch independent u.s. presidential bid source/,,,/much snow fell snowzilla d.c. area detail/,,,/sanctions lifted iran rouhani heads europe drum business/,,,/darling davos lagarde second imf term sewn"
2016-01-25,118.424001,0.2805716200786037,-0.9602933052338756,PS,NS,"grand jury indicts leader behind planned parenthood videos/,,,/manhunt underway prisoners escaped california jail/,,,/u.s. justices expand ban mandatory life sentences juvenile killers/,,,/dollar falls oil equities slide pushes investors safe havens/,,,/top twitter executives leave company ceo dorsey tweets/,,,/eternal weight-loss question exercise diet/,,,/remarkably moving thing happened bernie sanders rally today iowa/,,,/glaxo evaluating possibility using vaccine technology zika/,,,/cleanup d.c. historic blizzard could stretch days/,,,/david petraeus avoided felony charges possible prison time"
2016-01-26,118.454875,-0.026070728686150346,-0.7706369324335895,NS,NS,"anti-abortion activists indicted texas planned parenthood video/,,,/surge americans tests limits cuba tourism industry/,,,/zika mosquitoes outwit rio carnival olympics loom/,,,/charges anti-planned parenthood filmmaker explained/,,,/democrats would insane nominate bernie sanders/,,,/ford ceo joins ibm board auto industry transforms/,,,/sanders clinton battle youth vote college plans/,,,/zika virus set spread across americas spurring vaccine hunt/,,,/trump definitely participate fox debate campaign says/,,,/trump polls twitter biased fox debate moderator kelly"
2016-01-27,118.543999,-0.07523877763578923,-1.2365040233064661,NS,NS,"affluenza teen deportation u.s. imminent lawyer/,,,/bernie sanders participate organized religion/,,,/paypal revenue beats street view higher transactions customers/,,,/seahawks blazers owner paul allen mega-yacht allegedly causes mega-destruction coral reef/,,,/takata recalls air bag inflators 5.1 million u.s. vehicles/,,,/cleveland fires six police officers deadly <NUM> chase/,,,/deficiencies theranos pose immediate jeopardy patient health/,,,/dollar awaits fed outcome aussie firmer inflation data/,,,/donald trump always control/,,,/flint poor communities across country live extreme polluters"
2016-01-28,118.7306,-0.15741075176651975,-0.9437989206286233,NS,NS,"bernie sanders unloads washington post/,,,/chillest places united states/,,,/ground zero zika virus/,,,/clay tablets reveal babylonians discovered astronomical geometry 1,400 years europeans/,,,/could trade political beliefs exact opposite six people/,,,/global health body pressure stop zika virus/,,,/gop debate questions moderators nerve ask/,,,/sanders meets obama says president remain neutral primary race/,,,/affluenza teen flown back u.s. turned juvenile authorities/,,,/current version peyton manning among worst-ever super bowl starting qbs"
2016-01-29,120.649401,-1.6160964401763351,-1.9154334225572995,NS,NS,"ny top prosecutor targets nfl antitrust probe source/,,,/bernie sandersâ€™s supporters ignore learned obama/,,,/fbi says video shows slain oregon occupier reach jacket pocket/,,,/desperately wanted kids happen okay/,,,/even immediate hurdles iowa n.h. clinton quietly looking ahead/,,,/fed patient u.s. policy given global risks kaplan/,,,/trump overshadows republican debate even sits/,,,/untold story bernie sanders high school track star/,,,/bernie sanders needs learn hillary clinton vice versa/,,,/cameron plays hard get eu pushes reform offer"
2016-01-30,120.965101,-0.2616672750824449,-1.9655964917086806,NS,NS,"cruz mailer inspired political scientists condemned iowa secretary state/,,,/iowan asks ted cruz happen repeals obamacare/,,,/race zika vaccine gathers momentum virus spreads/,,,/clinton kasich win new york times endorsement u.s. presidential race/,,,/germany merkel says refugees must return home war/,,,/iowa kicks <NUM> u.s. presidential race caucus tradition/,,,/sun coming marco rubio iowa/,,,/coca-cola takes stake nigerian juice maker chi/,,,/killing oregon wildlife refuge occupier re-energized protesters/,,,/america angry voters divvied trump sanders poll"
2016-01-31,121.2393,-0.22667612206598164,-2.0900627498795927,NS,NS,"2,100 pregnant colombian women infected zika virus/,,,/sanders citing email controversy questions clinton electability/,,,/smugglers keep trying get alcohol saudi arabia customs officials keep tweeting/,,,/fbi negotiates defiant oregon refuge holdouts/,,,/odds dismissal cosby sex assault case experts/,,,/three delusions driving cruz sanders campaigns/,,,/california sheriff concerned slow response jail escape/,,,/voting day away candidates sprinting across iowa/,,,/eyewash cia deceives workforce operations/,,,/last two california jail escapees caught san francisco tip"
2016-02-01,121.0339,0.1694170124703902,-2.2038598408780246,PS,NS,"power producer dominion buy questar natural gas push/,,,/dear trump supporters hear vote kareem abdul-jabbar/,,,/like walk shoes america slaves/,,,/struggling iowa town looking person different/,,,/u.s. vulnerable global slowdown volatility fed fischer/,,,/underestimate donald trump phenomenon democrats/,,,/warning warring democrats clinton-sanders race/,,,/iowa caucuses voting works/,,,/law enforcement bikers fought outlaw gang deadly denver melee/,,,/abbott labs buy diagnostics company alere 5.8 billion"
2016-02-02,120.0828,0.7858129003527097,-1.3742997069559237,PS,NS,"ted cruz outfoxed donald trump iowa/,,,/candidates craft n.h. end games iowa results tighten races/,,,/diversity washington post top ranks/,,,/iowa count clinton nudges past sanders photo-finish race/,,,/low-key trump ends social media silence/,,,/cut clinton slack/,,,/dallas reports case zika spread sex cdc urges condom use/,,,/exxon tops stock buybacks saving cash/,,,/iowa many self-proclaimed winners/,,,/oregon town tense amid dueling protests wildlife refuge takeover"
2016-02-03,118.5587,1.269207580103057,-0.012401302574588158,PS,NS,"marco rubio becomes early hope mainstream u.s. republicans/,,,/q coen brothers respond criticism diversity talk hail caesar/,,,/scientists path usable zika vaccine strewn hurdles/,,,/chipotle says california probe widens national investigation/,,,/cruz campaign dirty tricks matter/,,,/dollar tumbles dudley comments u.s. data suggest dovish fed/,,,/indicted antiabortion activist turns texas authorities/,,,/ivy league students reading/,,,/super bowl security plan informed paris attacks u.s. official/,,,/cdc incredibly condescending warning young women"
2016-02-04,117.3245,1.0410033173440638,1.1842776841016445,PS,PS,"dollar softening boosts equities commodities/,,,/kasich sells gop something different new hampshire/,,,/pharma bro shkreli stays silent congress calls lawmakers imbeciles tweet/,,,/abortion opponents secretly bought va. abortion clinic deceive women/,,,/chemchina syngenta swoop 12-year crush 12-month courtship/,,,/donald trump learned ronald reagan flip-flops/,,,/exclusive new u.s. bill drafted reform human trafficking rankings/,,,/exclusive top airlines offer re-assign crew zika-hit routes/,,,/muslim terrorist nypd spy years/,,,/obama visits mosque send pointed message non-muslims"
2016-02-05,116.9879,0.28689659874963525,3.034827334119967,PS,PL,"americans likely become home-grown terrorists/,,,/ancient wildebeest cousin boasted bizarre dinosaur-like trait/,,,/five myths new hampshire primary/,,,/gas wood-burning fireplace may reflect view living/,,,/sorry hillary establishment/,,,/endanger visas afghans helped u.s. troops/,,,/goodell dangles expansion carrot london/,,,/morgan stanley new president cements role enforcer-in-chief/,,,/wikileaks assange arbitrarily detained embassy u.n. panel say/,,,/puppy bowl behind-the-scenes look stuff see tv"
2016-02-06,116.8519,0.11625133881366878,3.400320394888112,PS,PL,"question clinton message answer/,,,/sanders supporters banned tinder campaigning dating app/,,,/futuristic fighter jet probably unveiled america super bowl/,,,/iranian-british ex-bbc journalist evin prison relatives say/,,,/long white house tradition nears end family descended slave/,,,/syrians flee turkish border aleppo assault intensifies/,,,/wheaton fire professor muslim worship comments leave college/,,,/exclusive pentagon budget plan funds <NUM> lockheed f-35 jets sources/,,,/u.s. officials say north korea may nearing launch/,,,/relaxed goodell back control charting new course"
2016-02-07,116.9387,-0.07428206131007187,3.54719962916316,NS,PL,"john tishman developer shaped skyline american cities dies <NUM>/,,,/teams fit raring go super bowl <NUM>/,,,/trump calls waterboarding methods u.s. fight islamic state/,,,/beyond super bowl <NUM> next broncos panthers course peyton manning/,,,/chilean alleges sex abuse cover-up asks pope sack bishop/,,,/recalled cars create costly problem u.s. auto dealers/,,,/twitter users decry reported plan prioritize tweets/,,,/super bowl halftime show beyoncã© responds accusations plagiarism/,,,/cop killed college student 55-year-old mother sues extreme emotional trauma/,,,/rubio christie kasich get debate traction social media"
2016-02-08,115.8644,0.9186864570924769,4.271117430736339,PS,PL,"4,000-passenger cruise ship inexplicably sails atlantic mega-storm/,,,/exclusive zika virus discourages many americans latin america travel/,,,/fbi arrests nearly top officials crystal city tex/,,,/spike lee nba commissioner espn took stand gun violence/,,,/super bowl <NUM> party circuit shifts overdrive/,,,/chipotle shuts u.s. stores food safety meeting rivals pounce/,,,/scary news seafood us eating nearly enough/,,,/zika prompts urgent debate abortion latin america/,,,/security sun greet fans super bowl <NUM>/,,,/bernie sanders revolutionary"
2016-02-09,115.4185,0.3848464239231504,3.8842365434517063,PS,PL,"dollar slumps lowest versus yen since nov <NUM>/,,,/exclusive damascus vows recapture aleppo rebels/,,,/gfi shareholders may pursue lawsuit aborted merger judge/,,,/republican senator obama administration already funds zika/,,,/shkreli sued <NUM> million wu-tang clan album/,,,/u.s. intelligence chief warns homegrown security threat/,,,/woman accused bill clinton assault campaign hillary presidential run/,,,/twitter pandora options traders alert linkedin crash/,,,/u.s. dollar falls oil equities markets seek safety/,,,/obama seeks funds fight zika sees cause panic"
2016-02-10,113.811901,1.3919770227476533,4.0037542584390735,PS,PL,"crash <NUM>/,,,/hillary clinton needs figure talk women/,,,/j.k. rowling announces eighth harry potter book/,,,/bmw volkswagen daimler recall vehicles u.s. takata air bags/,,,/presidential candidate kasich surprises google trends/,,,/gaping hole heart hillary clinton campaign/,,,/kennedy confidant spent decades calling release rfk killer/,,,/concerned cyber threat obama seeks big increase funding/,,,/espn casts shadow star wars success disney/,,,/new hampshire turned nightmare republican establishment"
2016-02-11,112.904799,0.7970185824415665,3.7670742257584777,PS,PL,"fewer u.s. troops afghanistan pressure grows air strikes/,,,/final oregon occupiers surrender authorities ending refuge siege/,,,/north korea satellite transmitting rocket payload concern u.s/,,,/sanders trump magic sells/,,,/google says u.s. guidance crucial development self-driving cars/,,,/liberal intolerance rise america college campuses/,,,/stop sending around photo bernie sanders/,,,/bernie sanders needs get serious foriegn policy/,,,/parents outraged students shown white guilt cartoon black history month/,,,/president obama vowed end pentagon slush fund. never stopped using"
2016-02-12,113.074,-0.14986165468484103,3.345559668991413,NS,PL,"congress passes tougher north korea sanctions sends bill obama/,,,/elon musk vision faint heart/,,,/hulu absorbing 11/22/63 tells us harm dwelling past/,,,/blood south carolina/,,,/google says participate <NUM> u.s. airwaves auction/,,,/calling hillary clinton angry voice husky inherently sexist/,,,/talking marco rubio scripted candidate suddenly gets chatty/,,,/two 15-year-old students killed shooting phoenix area high school/,,,/updates evening snow showers likely roads may turn icy/,,,/wall street rallies p <NUM> snaps five-day losing streak"
2016-02-13,113.1228,-0.04315757822311639,3.191304548749315,NS,PL,"deep freeze grips u.s. northeast triggers fatal 50-car pileup/,,,/divided america actually hears obama speaks/,,,/loser jerk insults fly republican campaign trail/,,,/dijsselbloem rejects calls looser banking rules/,,,/mysterious fast-moving zika virus world health leaders scrambling/,,,/total whiteoutâ€™ <NUM> vehicles involved deadly pennsylvania pileup/,,,/grandmother punished 9-year-old fatal run dies prison/,,,/republicans block obama supreme court nomination wins anyway/,,,/clinton sanders clash obama vie minority votes/,,,/<NUM> years columbine mother one killers finally tells story"
2016-02-14,113.3911,-0.2371758831994839,3.0337262172403285,NS,PL,"president obama <NUM> strategy options supreme court pick/,,,/cruz-rubio speak spanish thing/,,,/gop dangerously dogmatic supreme court obstructionism/,,,/post wins two polk awards series settlements industry police shootings/,,,/antonin scalia jurist colossal consequence/,,,/deadpool massive opening 135m redefined future r-rated superhero film/,,,/scalia passing starts court fight ages/,,,/supreme court nomination process sure epic debate/,,,/supreme court vacancy upends presidential race/,,,/kremlin obama called putin talk syrian cease-fire"
2016-02-15,114.271799,-0.7766914687308031,1.3745386848764554,NS,PS,"trump george w. bush-bashing backfire south carolina/,,,/poor violent enclave ´saint death´ pope slams mexico´s rich/,,,/nevada tightening race threatens clinton post-new hampshire firewall/,,,/obama nominate supreme court justice senate returns white house/,,,/pope courts indigenous mexicans catholic fervor fades/,,,/ugly political spectacle around justice scalia death/,,,/indian-american judge could replace scalia worked controversial cases business/,,,/meet man basically read president obama mind/,,,/conspiracy theories swirl around death antonin scalia/,,,/donald trump unloads ted cruz liar dishonest unstable"
2016-02-16,114.1122,0.1396661305734881,1.1317942964082874,PS,PS,"impending recession/,,,/marco rubio morning america ad opens canadian skyline/,,,/ralston nevada longer lock hillary clinton/,,,/russia gets cold ex-soviet neighbours catch pneumonia/,,,/controversial missouri professor berates police appalling new video/,,,/meet south carolina republicans horrified trump coronation/,,,/paula deen takedown went viral food scholar done yet/,,,/technology stocks selloff may turn ipo chill ipo freeze/,,,/new jersey governor christie outlines <NUM> fiscal restraint budget/,,,/early get excited unprecedented new cancer treatment"
2016-02-17,114.126199,-0.012267750512208409,-0.27615565440734713,NS,NS,"republicansâ€™ supreme court contortions/,,,/scientists agree whether salt killing us/,,,/man indicted <NUM> counts killings savopoulos family housekeeper/,,,/parenting advice teacher year children author/,,,/top u.s. hedge funds bet morgan stanley aig/,,,/ted cruz chickens coming home roost/,,,/cbs stephen colbert whiffs trump phone interview/,,,/town hall msnbc morning joe hosts let trump skate bigotry racism/,,,/parmesan cheese seems/,,,/s.c. ted cruz struggles winner conservatives hoped"
2016-02-18,113.4237,0.6155457784062435,-0.45959162462172287,PS,NS,"africa arms neanderthal/,,,/brent u.s. crude build eclipses output freeze plan/,,,/honey anything want okay/,,,/tech entrepreneur sparks outrage online blog homelessness/,,,/fight fill scalia seat could change american politics forever/,,,/four-hour flight turns 30-hour nightmare delta passengers/,,,/republican presidential race erupts four-way battle/,,,/downton abbey-on-the-rio grande look ralph lauren obviously/,,,/vivendi talks bein sports bids gameloft/,,,/endangered baby dolphin dies swimmers pass around selfies"
2016-02-19,112.832699,0.5210560050500845,0.2134009586642236,PS,PS,"five myths placebos/,,,/friendliest pan kitchen proposition/,,,/witnesses shkreli case worried retaliation u.s. prosecutors/,,,/<NUM> years conservative rulings liberal supreme court would/,,,/buffett berkshire hathaway avoids p rating downgrade/,,,/donald trump utterly ridiculous budget plan/,,,/pope says trump christian sign global concern/,,,/yen gains vs euro dollar oil stocks falter anew/,,,/longer rules supreme court nomination process/,,,/big banks see need shrink – face path full obstacles"
2016-02-20,112.670699,0.14357540095713262,0.3996550651150699,PS,PS,"jeb bush/,,,/republican white house hopefuls rubio bush battle south carolina/,,,/trump wins south carolina gop primary rubio cruz battle second/,,,/obama final year office shaping one genuine relevance/,,,/branson virgin galactic unveils new passenger spaceship/,,,/pressure grows hillary clinton release goldman sachs speeches/,,,/yahoo launches auction process starboard gears fight/,,,/funeral cements scalia legacy larger-than-life conservative force/,,,/planned parenthood witch hunt/,,,/dolores huerta says shouted english-only chants sanders crowd"
2016-02-21,112.6065,0.056979321660193705,0.6919414310294201,PS,PS,"clinton dynasty survives bush dynasty routed/,,,/donald trump relishes wrecking gop/,,,/texas private colleges saying guns campus/,,,/zero rates wrecked savings relax 17,000 footstool/,,,/sanders resources plan go distance matter/,,,/uber driver killed six kalamazoo shooting spree chose victims random authorities say/,,,/focus sharpens fed hot inflation data/,,,/illinois judge decide jurisdiction cruz eligibility complaint/,,,/republicans one last chance/,,,/unforced errors miscalculations end bush white house hopes"
2016-02-22,112.87700000000001,-0.2402170389808873,1.2205977434554853,NS,PS,"<NUM> ways senate republicans talking supreme court vacancy/,,,/cosby wife faces questioning suit alleged victims/,,,/many u.s. catholics unfazed pope clash trump/,,,/kalamazoo police uber driver alleged rampage baffling/,,,/rubio inherits establishment support narrow path stop trump/,,,/seas rising faster 2,800 years scientists say/,,,/trump word salads conceal ignorance/,,,/dancing 106-year-old describes day charmed obamas die smiling/,,,/majorities republicans voted trump may get anyway/,,,/nokia 5g pickup could begin early <NUM> chief executive"
